x1L,y1L,x2L,y2L,x1R,y1R,x2R,y2R,g1
4,349,79,0,1250,349,355,0,0.051858304138227
0,0,0,0,1205,349,300,0,0.077101553441434
0,0,0,0,1328,349,414,0,0.160918001330729
0,0,0,0,1314,349,408,0,0.154380344780816
0,0,0,0,1311,349,401,0,0.136098973281957
0,0,0,0,1331,349,377,0,0.174947358821823
0,0,0,0,1328,349,431,0,0.175242574743538
0,0,0,0,1368,349,442,0,0.173113090854894
0,0,0,0,1330,349,493,0,0.167421349338955
0,0,0,0,1340,349,417,0,0.166182152134275
0,0,0,0,1384,349,449,0,0.166182152134275
0,0,0,0,1324,349,473,0,0.163696449292715
0,0,0,0,1377,349,482,0,0.035752894263313
-28,349,39,0,1307,349,493,0,0.149139094424549
-36,349,56,0,1326,349,510,0,0.173649983950341
50,349,199,0,1274,349,508,0,0.173649983950341
-80,349,289,0,1278,349,486,0,0.178573661178166
-56,349,263,0,1364,349,571,0,0.152611182999231
98,349,317,0,1312,349,584,0,0.140428726040073
136,349,420,0,1306,349,564,0,0.140428726040073
123,349,364,0,1371,349,619,0,0.128060950745132
165,349,408,0,1278,349,600,0,0.134014368092142
128,349,447,0,1316,349,638,0,0.115034024419577
180,349,574,0,1408,349,709,0,0.099141948657704
238,349,583,0,1375,349,711,0,0.080390014660794
250,349,597,0,1357,349,698,0,0.064043021718502
301,349,625,0,1401,349,743,0,0.064043021718502
306,349,728,0,1428,349,773,0,0.064043021718502
371,349,726,0,1458,349,806,0,0.033333535413215
450,349,832,0,1467,349,820,0,0.008367677886503
340,349,635,0,1522,349,810,0,0.008367677886503
326,349,612,0,1476,349,837,0,-0.007634528795757
362,349,658,0,1482,349,843,0,-0.007634528795757
166,349,389,0,1496,349,857,0,-0.004890915639864
277,349,526,0,1492,349,855,0,-0.004890915639864
115,349,369,0,1507,349,871,0,-0.012074450155578
58,349,342,0,1510,349,870,0,-0.014088768390531
137,349,397,0,1504,349,877,0,-0.014088768390531
127,349,375,0,1484,349,872,0,-0.027161670360833
178,349,408,0,1480,349,877,0,-0.027161670360833
141,349,394,0,1519,349,890,0,-0.033336229590444
165,349,414,0,1507,349,888,0,-0.030416427087819
172,349,408,0,1498,349,883,0,-0.027475794626803
121,349,367,0,1535,349,895,0,-0.025122650568811
147,349,381,0,1467,349,865,0,-0.025122650568811
155,349,389,0,1465,349,863,0,-0.022773685403745
120,349,374,0,1436,349,832,0,-0.017118792065065
80,349,350,0,1441,349,844,0,0.000405899431084
210,349,442,0,1422,349,837,0,-0.010341273760463
206,349,438,0,1436,349,833,0,-0.010341273760463
196,349,433,0,1439,349,856,0,-0.012668350724268
190,349,434,0,1445,349,841,0,0.011545507712981
191,349,436,0,1387,349,813,0,0.011545507712981
187,349,429,0,1412,349,812,0,-0.004102672838158
171,349,427,0,1377,349,796,0,0.003931989130773
175,349,425,0,1389,349,797,0,0.015929508805711
174,349,425,0,1403,349,805,0,-0.001356522263221
166,349,420,0,1431,349,844,0,0.004441215418903
162,349,417,0,1426,349,847,0,0.004441215418903
160,349,418,0,1451,349,875,0,-0.00302987905008
156,349,421,0,1427,349,865,0,0.004908356535288
157,349,419,0,1401,349,830,0,0.007225145003388
149,349,414,0,1414,349,831,0,0.009659184062073
149,349,409,0,1380,349,810,0,0.013456980653688
140,349,423,0,1353,349,809,0,0.01310583841886
148,349,417,0,1399,349,836,0,0.01479606433847
152,349,423,0,1398,349,829,0,0.01479606433847
148,349,422,0,1393,349,817,0,0.011351788769948
156,349,425,0,1357,349,812,0,0.009126559836998
154,349,425,0,1369,349,831,0,0.009251478241874
154,349,428,0,1410,349,839,0,0.009251478241874
164,349,429,0,1377,349,829,0,-0.003708237406425
165,349,433,0,1388,349,835,0,0.005001196746326
163,349,436,0,1368,349,835,0,-0.012189075021585
160,349,442,0,1401,349,843,0,-0.001496088915494
161,349,437,0,1422,349,864,0,-0.001496088915494
162,349,439,0,1386,349,846,0,0.002459563833245
160,349,435,0,1386,349,846,0,-0.000746726770656
159,349,435,0,1424,349,864,0,-0.002450920502263
157,349,434,0,1422,349,867,0,0.001923126037169
157,349,438,0,1388,349,849,0,0.001923126037169
164,349,434,0,1431,349,865,0,-0.013337460062453
159,349,433,0,1476,349,882,0,-0.011559920796458
158,349,439,0,1371,349,843,0,-0.011559920796458
160,349,436,0,1473,349,888,0,-0.019801608373022
156,349,431,0,1424,349,879,0,0.000365038702239
146,349,431,0,1398,349,852,0,0.001302101445714
155,349,429,0,1405,349,858,0,0.001302101445714
146,349,428,0,1382,349,844,0,-0.002457426998974
145,349,428,0,1386,349,831,0,-0.005492844149833
145,349,428,0,1383,349,830,0,-0.000516319442694
145,349,427,0,1369,349,835,0,-0.009083710113677
143,349,424,0,1387,349,838,0,-0.013348574936316
133,349,417,0,1390,349,846,0,-0.004021504269234
135,349,420,0,1392,349,853,0,-0.004021504269234
129,349,416,0,1404,349,860,0,-0.005290767003207
134,349,419,0,1374,349,838,0,0.010838843163446
122,349,412,0,1381,349,835,0,0.003921921851086
117,349,411,0,1384,349,832,0,0.003921921851086
108,349,404,0,1339,349,804,0,0.010430265534031
106,349,413,0,1308,349,784,0,-0.005086936839059
114,349,405,0,1310,349,792,0,-0.005086936839059
101,349,416,0,1305,349,796,0,0.004581262833071
107,349,415,0,1329,349,799,0,0.004581262833071
111,349,414,0,1336,349,808,0,0.001999022862861
111,349,415,0,1323,349,811,0,0.002894848735143
110,349,415,0,1338,349,815,0,0.000317503575167
109,349,411,0,1362,349,836,0,0.000317503575167
107,349,411,0,1369,349,843,0,0.000317503575167
108,349,410,0,1379,349,864,0,0.003457081691483
92,349,417,0,1368,349,850,0,0.003905650344156
99,349,416,0,1366,349,847,0,0.012430540388006
99,349,410,0,1378,349,856,0,0.011916446771437
102,349,406,0,1373,349,847,0,0.010948784439303
100,349,416,0,1322,349,817,0,0.010948784439303
97,349,411,0,1379,349,859,0,0.007853422949915
103,349,415,0,1368,349,862,0,0.007825643188523
100,349,418,0,1387,349,852,0,0.007825643188523
107,349,420,0,1369,349,850,0,0.006907800564949
100,349,428,0,1372,349,848,0,0.003130414044513
107,349,431,0,1353,349,825,0,0.003480984616098
113,349,434,0,1370,349,851,0,0.003480984616098
125,349,430,0,1379,349,863,0,0.001565954645465
371,349,620,0,1378,349,857,0,0.001565954645465
312,349,564,0,1387,349,864,0,0.000706405398577
295,349,562,0,1417,349,877,0,-0.000758168758932
125,349,433,0,1369,349,862,0,-0.000758168758932
130,349,435,0,1392,349,871,0,-0.004273774802266
121,349,434,0,1389,349,874,0,-0.003616182774149
128,349,430,0,1397,349,874,0,-0.003616182774149
117,349,431,0,1374,349,868,0,-0.004056256003335
122,349,428,0,1404,349,881,0,-0.004730549246358
124,349,426,0,1396,349,874,0,-0.004730549246358
124,349,426,0,1366,349,870,0,-0.003652483687941
127,349,428,0,1388,349,881,0,-0.001978652585155
120,349,430,0,1424,349,884,0,-0.001585128093711
125,349,432,0,1391,349,870,0,-0.002330521017591
124,349,427,0,1394,349,870,0,-0.002330521017591
127,349,430,0,1422,349,887,0,0.00066034533602
129,349,429,0,1367,349,858,0,-0.000398671066928
124,349,425,0,1386,349,864,0,0.000212188249449
120,349,425,0,1401,349,881,0,0.000656117530072
121,349,423,0,1444,349,886,0,0.000208405999224
124,349,423,0,1380,349,866,0,0.000208405999224
109,349,436,0,1385,349,865,0,0.000725839046337
121,349,421,0,1394,349,869,0,0.002320259055352
115,349,426,0,1382,349,872,0,0.002320259055352
123,349,425,0,1412,349,872,0,0.001071250019134
117,349,426,0,1394,349,875,0,0.001071250019134
120,349,422,0,1406,349,876,0,0.00210484373846
119,349,423,0,1364,349,861,0,0.001410217109137
114,349,426,0,1387,349,868,0,-7.36624375161576E-05
118,349,423,0,1384,349,871,0,0.001650725797567
120,349,424,0,1388,349,871,0,0.001650725797567
114,349,428,0,1366,349,862,0,0.000763801326242
116,349,429,0,1396,349,872,0,-0.000802625122397
120,349,428,0,1391,349,867,0,-0.000802625122397
116,349,429,0,1440,349,896,0,-0.001764175769558
106,349,433,0,1388,349,870,0,-0.001764175769558
123,349,426,0,1368,349,859,0,-0.000472734854372
124,349,425,0,1395,349,876,0,-0.001102873664026
123,349,426,0,1372,349,861,0,-0.001102873664026
119,349,428,0,1390,349,872,0,0.000117182661527
118,349,421,0,1392,349,875,0,0.000535504770481
114,349,428,0,1391,349,869,0,0.000535504770481
120,349,422,0,1370,349,858,0,0.00053830081559
116,349,426,0,1398,349,879,0,-0.000633026383359
120,349,425,0,1395,349,871,0,0.000298528907692
123,349,425,0,1370,349,859,0,0.000298528907692
122,349,423,0,1404,349,875,0,0.000246353135118
119,349,422,0,1409,349,872,0,0.000879233463108
119,349,428,0,1388,349,871,0,-1.66727391740482E-05
119,349,422,0,1384,349,868,0,0.001226545740177
119,349,420,0,1425,349,881,0,0.001226545740177
117,349,436,0,1404,349,879,0,0.000265903997541
125,349,428,0,1403,349,881,0,0.000367240299957
118,349,429,0,1408,349,879,0,0.000583277791474
117,349,428,0,1428,349,882,0,-0.000684593662576
119,349,427,0,1439,349,882,0,-0.000164843870259
117,349,425,0,1391,349,868,0,-0.000462106555514
125,349,426,0,1388,349,866,0,-0.000462106555514
126,349,424,0,1441,349,882,0,0.000513774141956
121,349,425,0,1386,349,867,0,0.000513774141956
119,349,423,0,1411,349,878,0,-0.000539977782799
117,349,421,0,1370,349,858,0,-0.000539977782799
119,349,428,0,1393,349,869,0,-0.000435302621188
118,349,429,0,1394,349,869,0,-0.00074444303293
127,349,428,0,1441,349,885,0,-0.00074444303293
124,349,426,0,1388,349,869,0,-0.001545077586609
121,349,425,0,1391,349,877,0,-0.001596039367202
125,349,424,0,1371,349,867,0,-0.001596039367202
121,349,430,0,1392,349,868,0,-0.002018402776717
126,349,424,0,1430,349,888,0,-0.002127430360239
120,349,423,0,1394,349,873,0,-0.00022815996875
121,349,423,0,1391,349,867,0,-0.001585594192558
118,349,430,0,1372,349,860,0,-0.001585594192558
122,349,427,0,1371,349,857,0,-0.00068073121733
120,349,428,0,1364,349,862,0,-0.000436468227437
124,349,427,0,1407,349,875,0,-0.000436468227437
120,349,428,0,1427,349,879,0,0.000990041772935
120,349,425,0,1389,349,869,0,0.000380214341143
115,349,428,0,1366,349,856,0,0.000380214341143
122,349,424,0,1392,349,870,0,0.000183170516964
117,349,428,0,1397,349,871,0,0.000183170516964
125,349,420,0,1367,349,860,0,0.00032886146512
120,349,424,0,1369,349,858,0,0.00095971980167
122,349,428,0,1441,349,891,0,-0.000724785891796
118,349,425,0,1385,349,874,0,0.00081950597476
119,349,424,0,1393,349,872,0,0.00081950597476
118,349,424,0,1439,349,887,0,-0.000354397406687
119,349,428,0,1414,349,873,0,-0.000275135689465
113,349,430,0,1374,349,862,0,0.000241463093113
123,349,423,0,1370,349,858,0,0.000241463093113
121,349,421,0,1392,349,870,0,0.001186538987077
121,349,421,0,1349,349,848,0,0.001186538987077
119,349,427,0,1438,349,885,0,-7.35686407149903E-05
122,349,428,0,1395,349,880,0,0.000128359190251
119,349,427,0,1368,349,865,0,5.8129310140145E-05
116,349,427,0,1371,349,864,0,-0.000301174620072
119,349,427,0,1388,349,870,0,-0.000301174620072
123,349,424,0,1372,349,861,0,0.000383596870814
121,349,425,0,1380,349,871,0,0.000559560347319
120,349,425,0,1371,349,859,0,-0.000428557468636
121,349,426,0,1433,349,886,0,-0.000428557468636
119,349,424,0,1394,349,869,0,0.002324359870297
119,349,425,0,1406,349,859,0,0.002324359870297
127,349,422,0,1394,349,862,0,0.000552849627358
127,349,420,0,1387,349,849,0,0.000453493705179
134,349,421,0,1384,349,848,0,0.000453493705179
137,349,420,0,1402,349,851,0,0.007547988672634
228,349,589,0,1412,349,841,0,0.008872905807359
131,349,419,0,1302,349,789,0,0.00997560751423
133,349,405,0,1463,349,833,0,0.00997560751423
127,349,407,0,1345,349,778,0,0.009999497587449
136,349,409,0,1421,349,803,0,0.003352169596923
139,349,401,0,1357,349,712,0,0.003352169596923
148,349,385,0,1446,349,726,0,0.036645773680588
175,349,372,0,1341,349,692,0,0.010187374160241
185,349,365,0,1448,349,650,0,0.010187374160241
171,349,370,0,1469,349,610,0,0.060451364641916
151,349,373,0,1450,349,570,0,0.007949169781614
157,349,367,0,1332,349,550,0,0.007949169781614
159,349,370,0,1396,349,538,0,0.033888218507146
154,349,339,0,1385,349,522,0,0.055661015845702
152,349,299,0,1405,349,513,0,0.087790435813553
168,349,256,0,1351,349,492,0,0.087790435813553
162,349,252,0,1310,349,483,0,0.054262263091647
142,349,257,0,1331,349,463,0,0.06477625614612
123,349,235,0,1313,349,476,0,0.044580434469527
111,349,217,0,1222,349,438,0,0.044580434469527
106,349,222,0,1230,349,422,0,-0.016859976362647
85,349,177,0,1217,349,413,0,0.100777007162028
59,349,120,0,1227,349,434,0,0.100777007162028
44,349,103,0,1227,349,406,0,-0.007179277408374
15,349,95,0,1177,349,392,0,-0.007179277408374
0,0,0,0,1173,349,329,0,0.035617827664369
0,0,0,0,1200,349,343,0,0.079815354791478
0,0,0,0,1160,349,301,0,0.185636391139788
0,0,0,0,1145,349,270,0,0.196512863099821
0,0,0,0,1099,349,294,0,0.20221503701544
0,0,0,0,1097,349,284,0,0.203006214398895
0,0,0,0,1103,349,300,0,0.202205525011782
0,0,0,0,1109,349,294,0,0.202205525011782
0,0,0,0,1129,349,280,0,0.201616329077915
0,0,0,0,1099,349,268,0,0.206749600376827
0,0,0,0,1153,349,230,0,0.206749600376827
0,0,0,0,1114,349,260,0,0.20242198977612
0,0,0,0,1126,349,255,0,0.200958046680293
-8823,349,250,0,1103,349,247,0,0.202209771919923
0,0,0,0,1149,349,235,0,0.204243097669171
0,0,0,0,1148,349,245,0,0.204243097669171
0,0,0,0,1190,349,250,0,0.19452078491615
0,0,0,0,1157,349,256,0,0.19452078491615
0,0,0,0,1166,349,267,0,0.19311335949807
0,0,0,0,1163,349,269,0,0.193331049004672
0,0,0,0,1191,349,266,0,0.187412427991944
0,0,0,0,1174,349,304,0,0.18233737215786
0,0,0,0,1193,349,308,0,0.18233737215786
0,0,0,0,1246,349,305,0,0.172000793208087
0,0,0,0,1225,349,305,0,0.172000793208087
0,0,0,0,1237,349,320,0,0.168932815579449
0,0,0,0,1224,349,361,0,0.168932815579449
0,0,0,0,1218,349,366,0,0.164552373044262
0,0,0,0,1215,349,367,0,0.161307888722914
0,0,0,0,1205,349,370,0,0.159594808075117
0,0,0,0,1204,349,371,0,0.159594808075117
0,0,0,0,1223,349,392,0,0.159175967280324
0,0,0,0,1215,349,375,0,0.110887474330762
0,0,0,0,1203,349,402,0,0.110887474330762
-2,349,59,0,1206,349,386,0,0.153539752648401
2,349,80,0,1186,349,394,0,0.153539752648401
0,0,0,0,1197,349,371,0,0.0940027917418
0,0,0,0,1202,349,425,0,0.152806278128077
10,349,32,0,1226,349,410,0,0.152806278128077
5,349,51,0,1191,349,384,0,0.155612056048065
4,349,71,0,1203,349,384,0,0.155612056048065
0,0,0,0,1189,349,338,0,0.066929387965217
0,0,0,0,1203,349,420,0,0.081721770225023
3,349,8,0,1230,349,397,0,0.096602278739396
0,0,0,0,1220,349,416,0,0.120619862323686
0,0,0,0,1179,349,424,0,0.166433363235445
0,0,0,0,1201,349,374,0,0.169125927285969
0,0,0,0,1158,349,423,0,0.169125927285969
0,0,0,0,1176,349,405,0,0.16981474475311
0,0,0,0,1246,349,389,0,0.171549955528613
0,0,0,0,1228,349,405,0,0.171549955528613
0,0,0,0,1252,349,377,0,0.169873547670333
0,0,0,0,1331,349,420,0,0.16067007054981
0,0,0,0,1362,349,413,0,0.16067007054981
0,0,0,0,1392,349,450,0,0.159860873723934
0,0,0,0,1340,349,400,0,0.110765238130307
0,0,0,0,1419,349,418,0,0.160994105945369
0,0,0,0,1425,349,406,0,0.164521987280708
0,0,0,0,1389,349,416,0,0.164521987280708
0,0,0,0,1387,349,432,0,0.168111585317556
0,0,0,0,1352,349,408,0,0.168111585317556
-1,349,30,0,1359,349,438,0,0.168146018227313
4,349,51,0,1119,349,447,0,0.159200520990984
3,349,23,0,1470,349,506,0,0.141211055999565
5,349,48,0,1391,349,496,0,0.141211055999565
6,349,71,0,1343,349,484,0,0.136819962297563
20,349,96,0,1424,349,555,0,0.131855850366479
23,349,116,0,1394,349,554,0,0.128737804845087
32,349,147,0,1373,349,553,0,0.174187654537971
53,349,169,0,1410,349,622,0,0.15414809237625
67,349,200,0,1337,349,561,0,0.133186227108089
77,349,221,0,1441,349,678,0,0.104689922735162
94,349,245,0,1433,349,675,0,0.095770135306329
112,349,271,0,1407,349,670,0,0.095770135306329
137,349,297,0,1460,349,728,0,0.080955277385422
156,349,319,0,1450,349,714,0,0.052279061184145
170,349,338,0,1457,349,756,0,0.052279061184145
189,349,363,0,1476,349,786,0,0.034940965838239
211,349,381,0,1435,349,761,0,0.034940965838239
215,349,398,0,1485,349,796,0,0.026536478354347
222,349,409,0,1507,349,833,0,-0.001364018038058
167,349,360,0,1578,349,873,0,-0.001364018038058
187,349,393,0,1509,349,847,0,-0.010863346708184
177,349,382,0,1472,349,813,0,-0.015468755036368
165,349,367,0,1467,349,819,0,-0.020576282808708
161,349,367,0,1484,349,830,0,-0.021069494556821
161,349,382,0,1492,349,848,0,-0.015360360866503
73,349,315,0,1515,349,868,0,-0.015360360866503
251,349,445,0,1514,349,879,0,-0.008382764128853
239,349,438,0,1514,349,880,0,-0.010436418092289
229,349,438,0,1480,349,843,0,-0.014548378040167
233,349,439,0,1445,349,821,0,-0.014548378040167
219,349,432,0,1429,349,817,0,-0.012557244818219
215,349,432,0,1431,349,819,0,-0.006356929539651
211,349,431,0,1417,349,817,0,-0.009862479515319
209,349,432,0,1523,349,869,0,-0.009862479515319
202,349,427,0,1423,349,817,0,-0.005860797416814
191,349,424,0,1428,349,817,0,-0.005332859086697
190,349,419,0,1430,349,823,0,0.003941581212425
186,349,421,0,1429,349,832,0,0.016662301381362
184,349,418,0,1425,349,830,0,0.017502995523751
180,349,420,0,1462,349,842,0,0.017502995523751
182,349,426,0,1410,349,828,0,0.003648122658365
176,349,421,0,1431,349,812,0,0.00141222592252
173,349,415,0,1382,349,803,0,0.003480790494868
166,349,420,0,1422,349,810,0,0.005332659243415
170,349,421,0,1409,349,814,0,0.015553257686306
171,349,420,0,1443,349,838,0,0.015553257686306
167,349,419,0,1426,349,851,0,0.014856581154369
163,349,421,0,1422,349,862,0,0.01468789951443
163,349,421,0,1421,349,865,0,0.007331076607619
162,349,426,0,1491,349,900,0,0.000258357638527
168,349,426,0,1422,349,867,0,0.000258357638527
166,349,433,0,1431,349,867,0,-0.002393762435909
172,349,434,0,1413,349,847,0,-0.005377814263807
166,349,430,0,1392,349,839,0,-0.004979221952492
164,349,433,0,1409,349,840,0,-0.002153721041616
163,349,431,0,1397,349,827,0,0.001531847016686
165,349,432,0,1388,349,815,0,0.001531847016686
163,349,430,0,1388,349,824,0,0.004316810948376
164,349,431,0,1363,349,816,0,-0.004994510559822
155,349,427,0,1378,349,823,0,-0.000264374048221
154,349,429,0,1392,349,838,0,-0.000264374048221
152,349,428,0,1385,349,839,0,-0.003039418297864
151,349,423,0,1381,349,840,0,0.000127843519895
150,349,421,0,1379,349,840,0,-0.005040190397741
144,349,426,0,1378,349,838,0,-0.005040190397741
145,349,426,0,1376,349,837,0,0.001051946216915
139,349,426,0,1424,349,849,0,0.005425386703916
150,349,423,0,1391,349,845,0,0.014869451906554
145,349,424,0,1415,349,849,0,0.014090353627333
145,349,427,0,1369,349,833,0,0.006388038146662
143,349,427,0,1406,349,850,0,-0.005222468646144
147,349,429,0,1406,349,847,0,0.009675805718939
148,349,430,0,1374,349,831,0,0.001947176123913
144,349,425,0,1395,349,848,0,0.001624348454166
141,349,422,0,1415,349,852,0,-0.003563916212586
139,349,430,0,1384,349,834,0,0.001562870960818
148,349,432,0,1373,349,834,0,0.015066743363982
146,349,430,0,1373,349,842,0,0.000888671847288
144,349,432,0,1380,349,846,0,0.001945957514389
148,349,428,0,1389,349,854,0,0.001945957514389
146,349,429,0,1404,349,861,0,-0.004867076459922
146,349,435,0,1395,349,850,0,-0.004867076459922
149,349,426,0,1380,349,856,0,0.002676284078979
146,349,425,0,1401,349,853,0,-0.011161211427083
149,349,430,0,1405,349,863,0,-0.005555953333176
145,349,433,0,1409,349,866,0,-0.005555953333176
144,349,434,0,1388,349,855,0,-0.005793838442514
144,349,436,0,1404,349,860,0,-0.011910047653392
147,349,430,0,1399,349,861,0,-0.005054476889635
153,349,427,0,1387,349,857,0,-0.004486655514974
145,349,430,0,1398,349,868,0,-0.012342690545287
142,349,427,0,1428,349,873,0,0.001668452277644
141,349,426,0,1416,349,877,0,-0.003149005987837
143,349,425,0,1407,349,875,0,-0.004282838943147
138,349,426,0,1448,349,875,0,-0.004282838943147
139,349,420,0,1365,349,835,0,-0.002549939030548
157,349,414,0,1353,349,824,0,-0.002549939030548
141,349,414,0,1354,349,819,0,-0.001964032411121
139,349,413,0,1294,349,777,0,0.000946640995583
151,349,404,0,1384,349,820,0,0.000946640995583
134,349,408,0,1288,349,758,0,0.007138253697125
134,349,396,0,1399,349,816,0,0.014676853919652
126,349,398,0,1357,349,794,0,0.014676853919652
130,349,389,0,1344,349,747,0,0.016283192582299
142,349,369,0,1310,349,723,0,0.014170613481383
131,349,372,0,1308,349,730,0,0.012637952193409
179,349,347,0,1294,349,717,0,0.022136080568463
183,349,327,0,1207,349,625,0,0.022939868679564
154,349,346,0,1228,349,636,0,0.024451346113728
143,349,342,0,1220,349,599,0,0.030481597106228
139,349,338,0,1111,349,541,0,0.013488030100847
133,349,343,0,1155,349,542,0,0.013488030100847
152,349,277,0,1275,349,510,0,0.046692555438239
145,349,258,0,1120,349,439,0,0.024948812116463
135,349,256,0,1201,349,465,0,0.024948812116463
119,349,245,0,1061,349,369,0,0.044000917207771
110,349,241,0,1159,349,364,0,0.044000917207771
107,349,198,0,1069,349,400,0,0.059798791244801
80,349,187,0,1091,349,386,0,0.032483439267186
70,349,122,0,1116,349,373,0,0.032483439267186
54,349,126,0,1032,349,279,0,0.063195220376423
34,349,89,0,1099,349,364,0,0.066030335757446
7,349,88,0,1127,349,349,0,0.008172939900362
-1,349,90,0,1235,349,406,0,0.008172939900362
0,0,0,0,1433,349,368,0,0.134141391800334
0,0,0,0,1308,349,411,0,0.147845738214562
0,0,0,0,1355,349,365,0,0.147845738214562
0,0,0,0,1296,349,347,0,0.150494617245613
0,0,0,0,1285,349,339,0,0.161249703862072
0,0,0,0,1310,349,332,0,0.152477278473647
0,0,0,0,1265,349,341,0,0.148016421911687
0,0,0,0,1271,349,346,0,0.16943575219799
0,0,0,0,1279,349,309,0,0.16943575219799
0,0,0,0,1271,349,309,0,0.145008421784181
0,0,0,0,1414,349,240,0,0.181897433354682
0,0,0,0,1264,349,270,0,0.169766230356278
0,0,0,0,1288,349,271,0,0.158446598431147
0,0,0,0,1280,349,218,0,0.158446598431147
0,0,0,0,1243,349,265,0,0.162771554100409
0,0,0,0,1240,349,236,0,0.171312318137404
0,0,0,0,1327,349,210,0,0.153526529199562
0,0,0,0,1269,349,211,0,0.153526529199562
0,0,0,0,1147,349,276,0,0.165012497027631
0,0,0,0,1153,349,271,0,0.178880730874255
0,0,0,0,1167,349,284,0,0.178880730874255
0,0,0,0,1199,349,306,0,0.177685490439809
0,0,0,0,1158,349,304,0,0.16599300571557
0,0,0,0,1176,349,300,0,0.159616265185002
0,0,0,0,1257,349,266,0,0.159616265185002
0,0,0,0,1140,349,289,0,0.164568961655982
0,0,0,0,1192,349,283,0,0.156334312177719
0,0,0,0,1222,349,260,0,0.153436300265782
0,0,0,0,1178,349,267,0,0.153436300265782
0,0,0,0,1234,349,225,0,0.175574077714605
0,0,0,0,1171,349,271,0,0.164806865151772
0,0,0,0,1204,349,253,0,0.166490521429424
0,0,0,0,1122,349,283,0,0.164762314197201
0,0,0,0,1203,349,316,0,0.15903344335634
0,0,0,0,1240,349,288,0,0.169171737237078
0,0,0,0,1187,349,297,0,0.156715759711013
0,0,0,0,1236,349,295,0,0.156715759711013
0,0,0,0,1250,349,283,0,0.153601480721548
0,0,0,0,1226,349,272,0,0.14825635867581
0,0,0,0,1223,349,296,0,0.149070917842853
0,0,0,0,1333,349,266,0,0.14717985268335
0,0,0,0,1277,349,274,0,0.15621710643227
0,0,0,0,1228,349,292,0,0.162273885754677
0,0,0,0,1268,349,324,0,0.148440282095928
0,0,0,0,1253,349,349,0,0.145602452416548
0,0,0,0,1243,349,339,0,0.145602452416548
0,0,0,0,1232,349,328,0,0.140983731178348
0,0,0,0,1243,349,360,0,0.146892929765107
0,0,0,0,1250,349,350,0,0.146892929765107
0,0,0,0,1327,349,347,0,0.146434468131953
0,0,0,0,1275,349,344,0,0.142882806749422
0,0,0,0,1268,349,370,0,0.133788120143317
0,0,0,0,1184,349,407,0,0.133788120143317
0,0,0,0,1276,349,345,0,0.139696462831766
0,0,0,0,1252,349,357,0,0.143471324319682
0,0,0,0,1222,349,384,0,0.128843585789689
0,0,0,0,1308,349,367,0,0.130432420028758
0,0,0,0,1245,349,403,0,0.151047649551202
0,0,0,0,1278,349,367,0,0.151047649551202
0,0,0,0,1230,349,395,0,0.147915104893422
0,0,0,0,1265,349,368,0,0.147915104893422
0,0,0,0,1268,349,454,0,0.141245493258086
0,0,0,0,1222,349,377,0,0.141245493258086
0,0,0,0,1284,349,412,0,0.137212030827518
0,0,0,0,1262,349,459,0,0.131235603429023
0,0,0,0,1250,349,445,0,0.125525373987854
-100,349,26,0,1277,349,467,0,0.125525373987854
-115,349,42,0,1251,349,483,0,0.208563746058323
-110,349,64,0,1160,349,445,0,0.189919110115074
-94,349,91,0,1244,349,521,0,0.189919110115074
-79,349,120,0,1204,349,492,0,0.165957945630256
-60,349,149,0,1302,349,611,0,0.143862414412334
-47,349,172,0,1289,349,618,0,0.131634635466477
-9,349,204,0,1314,349,652,0,0.131634635466477
12,349,232,0,1306,349,648,0,0.095915837175616
19,349,262,0,1346,349,716,0,0.095915837175616
45,349,291,0,1390,349,756,0,0.079245552827669
71,349,318,0,1338,349,695,0,0.079245552827669
99,349,343,0,1301,349,707,0,0.059162648773042
109,349,362,0,1361,349,773,0,0.043684399828585
132,349,383,0,1462,349,824,0,0.015062074793317
149,349,401,0,1400,349,801,0,0.015062074793317
97,349,357,0,1382,349,789,0,0.009179774794717
118,349,377,0,1405,349,799,0,0.009179774794717
138,349,390,0,1387,349,796,0,-0.014622820827885
126,349,384,0,1402,349,816,0,-0.014622820827885
124,349,387,0,1404,349,820,0,-0.012009524102263
87,349,358,0,1443,349,849,0,-0.012009524102263
124,349,391,0,1439,349,857,0,-0.022130236295574
82,349,360,0,1450,349,867,0,-0.015543016566151
85,349,359,0,1456,349,865,0,-0.015543016566151
111,349,383,0,1433,349,862,0,-0.028755689032886
110,349,378,0,1466,349,864,0,-0.028529874238911
144,349,399,0,1488,349,888,0,-0.032234036524219
135,349,401,0,1422,349,867,0,-0.032234036524219
127,349,394,0,1447,349,882,0,-0.0308781637904
190,349,445,0,1425,349,869,0,-0.026814662615322
179,349,442,0,1431,349,857,0,-0.0174207931143
172,349,436,0,1393,349,823,0,-0.011708337865171
167,349,431,0,1395,349,805,0,-0.012099367368622
160,349,425,0,1384,349,804,0,-0.012099367368622
151,349,422,0,1339,349,795,0,-0.01066862284808
145,349,419,0,1353,349,809,0,-0.01066862284808
136,349,412,0,1345,349,805,0,-0.005028793526624
128,349,409,0,1364,349,803,0,0.000763228246529
126,349,412,0,1339,349,796,0,-0.004939641112313
113,349,396,0,1342,349,779,0,0.001675973778468
116,349,392,0,1363,349,793,0,0.001675973778468
111,349,390,0,1361,349,821,0,0.005369397432044
