x1L,y1L,x2L,y2L,x1R,y1R,x2R,y2R,g1,g2,g3
0,0,0,0,1097,349,273,0,0.206356210742743,-0.206356210742743,206.356210742743
0,0,0,0,1082,349,305,0,0.206740121225813,-0.206740121225813,206.740121225813
0,0,0,0,1078,349,288,0,0.206740121225813,-0.206740121225813,206.740121225813
0,0,0,0,1099,349,278,0,0.209408347123014,-0.209408347123014,209.408347123014
0,0,0,0,1076,349,287,0,0.21216524437844,-0.21216524437844,212.16524437844
0,0,0,0,1107,349,259,0,0.208644091135055,-0.208644091135055,208.644091135055
0,0,0,0,1120,349,236,0,0.209791537294598,-0.209791537294598,209.791537294598
0,0,0,0,1083,349,252,0,0.209791537294598,-0.209791537294598,209.791537294598
0,0,0,0,1108,349,229,0,0.21546995746832,-0.21546995746832,215.46995746832
0,0,0,0,1087,349,206,0,0.21840642319498,-0.21840642319498,218.40642319498
0,0,0,0,1127,349,200,0,0.215585542304876,-0.215585542304876,215.585542304876
0,0,0,0,1123,349,229,0,0.211953177132523,-0.211953177132523,211.953177132523
0,0,0,0,1136,349,231,0,0.209437598417032,-0.209437598417032,209.437598417032
0,0,0,0,1221,349,183,0,0.207912914445783,-0.207912914445783,207.912914445783
0,0,0,0,1166,349,226,0,0.206137602211967,-0.206137602211967,206.137602211967
0,0,0,0,1241,349,206,0,0.206137602211967,-0.206137602211967,206.137602211967
0,0,0,0,1207,349,267,0,0.19780806604217,-0.19780806604217,197.80806604217
0,0,0,0,1208,349,285,0,0.19780806604217,-0.19780806604217,197.80806604217
0,0,0,0,1219,349,300,0,0.184759422196863,-0.184759422196863,184.759422196863
0,0,0,0,1197,349,307,0,0.180127254805699,-0.180127254805699,180.127254805699
0,0,0,0,1210,349,345,0,0.175369364063178,-0.175369364063178,175.369364063178
0,0,0,0,1230,349,330,0,0.171960774611776,-0.171960774611776,171.960774611776
0,0,0,0,1201,349,348,0,0.170468041664669,-0.170468041664669,170.468041664669
0,0,0,0,1215,349,357,0,0.170468041664669,-0.170468041664669,170.468041664669
0,0,0,0,1228,349,343,0,0.167421831459457,-0.167421831459457,167.421831459457
0,0,0,0,1206,349,364,0,0.164639287283421,-0.164639287283421,164.639287283421
0,0,0,0,1220,349,372,0,0.161913267792251,-0.161913267792251,161.913267792251
0,0,0,0,1219,349,382,0,0.126167782929314,-0.126167782929314,126.167782929314
-4,349,28,0,1221,349,398,0,0.155666968729577,-0.155666968729577,155.666968729577
2,349,52,0,1240,349,355,0,0.151977743748987,-0.151977743748987,151.977743748987
10,349,81,0,1204,349,408,0,0.151977743748987,-0.151977743748987,151.977743748987
20,349,104,0,1222,349,391,0,0.056029309493105,-0.056029309493105,56.029309493105
-1,349,7,0,1224,349,350,0,0.081206000597085,-0.081206000597085,81.206000597085
27,349,32,0,1213,349,392,0,0.081206000597085,-0.081206000597085,81.206000597085
18,349,48,0,1228,349,346,0,0.025948354007317,-0.025948354007317,25.948354007317
7,349,65,0,1172,349,327,0,0.048922571593903,-0.048922571593903,48.922571593903
0,0,0,0,1192,349,342,0,0.168849602614982,-0.168849602614982,168.849602614982
0,0,0,0,1190,349,378,0,0.168849602614982,-0.168849602614982,168.849602614982
0,0,0,0,1204,349,345,0,0.175586791767989,-0.175586791767989,175.586791767989
0,0,0,0,1175,349,357,0,0.17946026080508,-0.17946026080508,179.46026080508
0,0,0,0,1180,349,328,0,0.17946026080508,-0.17946026080508,179.46026080508
0,0,0,0,1201,349,366,0,0.173642875418736,-0.173642875418736,173.642875418736
0,0,0,0,1201,349,361,0,0.168138726524689,-0.168138726524689,168.138726524689
0,0,0,0,1205,349,437,0,0.164557847192305,-0.164557847192305,164.557847192305
0,0,0,0,1217,349,417,0,0.164557847192305,-0.164557847192305,164.557847192305
0,0,0,0,1262,349,406,0,0.163367132148415,-0.163367132148415,163.367132148415
0,0,0,0,1268,349,397,0,0.158574392572708,-0.158574392572708,158.574392572708
0,0,0,0,1337,349,409,0,0.16216900280908,-0.16216900280908,162.16900280908
0,0,0,0,1423,349,427,0,0.162643602415104,-0.162643602415104,162.643602415104
0,0,0,0,1383,349,439,0,0.162643602415104,-0.162643602415104,162.643602415104
